GEOID,NAME,variable,estimate,moe,totpop,totnhisp_wh,totnhisp_bk,totnhisp_as,medhhinc,medhhinc_wh,medhhinc_bk,tenure,ten_ownocc,ten_renter,w_ten_renter,b_tenure,b_ten_ownocc,b_ten_renter,moe_totpop,moe_totnhisp_wh,moe_totnhisp_bk,moe_B03002_006,moe_medhhinc,moe_medhhinc_wh,moe_medhhinc_bk,moe_tenure,moe_ten_ownocc,moe_ten_renter,moe_w_ten_renter,moe_b_tenure,moe_b_ten_ownocc,moe_b_ten_renter,pct_black,moe_pct_black,pct_white_renter,moe_white_renter,pct_bnh_renter,pct_bnh_renter2,pct_renter,moe_bnh_renter,pct_non_white,pct_asian,DRR1516,DRR1516C,DRR2122,DRR2122C
"421010214001","Block Group 1, Census Tract 214, Philadelphia County, Pennsylvania",B03002_001,1009,356,1009,970,15,0,144231,,,484,145,339,339,0,0,0,356,355,24,11,52398,,,169,62,174,174,11,11,11,1.49,2.32,100,72.59,0,0,70.04,3.24,3.87,0,"0.334273",0.0 - 0.5,"-0.789129",Below Area Average
"421010070002","Block Group 2, Census Tract 70, Philadelphia County, Pennsylvania",B03002_001,335,213,335,0,335,0,,,,115,58,57,0,115,58,57,213,11,213,11,,,,67,45,56,11,67,45,56,100,89.92,0,19.3,100,49.57,49.57,138.94,100,0,"-2.055027",Below Area Average,"-3.008529",Below Area Average
"421010330002","Block Group 2, Census Tract 330, Philadelphia County, Pennsylvania",B03002_001,1038,649,1038,101,513,112,34014,,,287,255,32,32,76,76,0,649,144,588,175,19700,,,147,156,53,53,88,88,11,49.42,47.48,100,234.23,0,0,11.15,34.38,90.27,10.79,"-1.231027",Below Area Average,"-2.118029",Below Area Average
"421010118004","Block Group 4, Census Tract 118, Philadelphia County, Pennsylvania",B03002_001,465,314,465,0,465,0,,,,189,189,0,0,189,189,0,314,11,314,11,,,,101,101,11,11,101,101,11,100,95.5,,,,0,0,,100,0,"-0.122727",Below Area Average,"-0.681929",Below Area Average
"421010055004","Block Group 4, Census Tract 55, Philadelphia County, Pennsylvania",B03002_001,2945,753,2945,116,2614,39,57967,,,1339,501,838,21,1178,425,753,753,93,784,66,38381,,,253,168,244,34,264,159,250,88.76,13.92,2.51,3.99,89.86,56.24,62.58,14.33,96.06,1.32,"-0.957827",Below Area Average,"-1.942829",Below Area Average
"421010391004","Block Group 4, Census Tract 391, Philadelphia County, Pennsylvania",B03002_001,1044,477,1044,0,1044,0,31959,,,315,82,233,0,315,82,233,477,11,477,11,7635,,,120,59,113,11,120,59,113,100,64.61,0,4.72,100,73.97,73.97,68.59,100,0,"-2.099627",Below Area Average,"-2.821429",Below Area Average
"421010201024","Block Group 4, Census Tract 201.02, Philadelphia County, Pennsylvania",B03002_001,1102,382,1102,19,993,0,36650,,,571,379,192,0,571,379,192,382,28,384,11,17547,,,185,156,146,11,185,156,146,90.11,15.45,0,5.73,100,33.63,33.63,107.54,98.28,0,"-2.064327",Below Area Average,"-2.460129",Below Area Average
"421010352001","Block Group 1, Census Tract 352, Philadelphia County, Pennsylvania",B03002_001,2301,511,2301,1908,163,191,,,,907,708,199,151,37,37,0,511,503,104,180,,,,344,324,114,93,36,36,11,7.08,4.24,75.88,17.16,0,0,21.94,5.53,17.08,8.3,"-0.066327",Below Area Average,"-1.231729",Below Area Average
"421010191001","Block Group 1, Census Tract 191, Philadelphia County, Pennsylvania",B03002_001,1676,573,1676,147,55,0,27389,,,632,535,97,97,33,33,0,573,116,93,11,23599,,,191,192,96,96,56,56,11,3.28,5.43,100,139.96,0,0,15.35,11.34,91.23,0,"0.994573",0.5 - 1.0,"1.574371",1.5 - 2.0
"421010175006","Block Group 6, Census Tract 175, Philadelphia County, Pennsylvania",B03002_001,1292,579,1292,100,294,0,9597,,,485,237,248,100,145,145,0,579,127,286,11,1335,,,215,188,171,127,145,145,11,22.76,19.65,40.32,43,0,0,51.13,4.44,92.26,0,"-1.785527",Below Area Average,"-1.987529",Below Area Average
"421010084003","Block Group 3, Census Tract 84, Philadelphia County, Pennsylvania",B03002_001,322,141,322,4,310,0,51250,,,144,66,78,0,144,66,78,141,3,139,11,20474,,,59,45,48,11,59,45,48,96.27,9.29,0,14.1,100,54.17,54.17,87.03,98.76,0,"-1.671027",Below Area Average,"-1.029829",Below Area Average
"421010332001","Block Group 1, Census Tract 332, Philadelphia County, Pennsylvania",B03002_001,1654,442,1654,696,45,625,75969,,,619,520,99,15,11,11,0,442,194,47,319,23988,,,203,191,66,18,11,11,11,2.72,2.75,15.15,15.12,0,0,15.99,11.11,57.92,37.79,"-0.015627",Below Area Average,"-0.699929",Below Area Average
"421010195022","Block Group 2, Census Tract 195.02, Philadelphia County, Pennsylvania",B03002_001,2773,933,2773,302,59,26,32206,,,634,437,197,9,79,45,34,933,294,73,44,9716,,,170,174,92,15,80,69,42,2.13,2.53,4.57,7.31,17.26,5.36,31.07,19.74,89.11,0.94,"-1.766427",Below Area Average,"-1.768929",Below Area Average
"421010302003","Block Group 3, Census Tract 302, Philadelphia County, Pennsylvania",B03002_001,1866,718,1866,508,311,2,73803,,,514,429,85,26,198,139,59,718,369,300,5,17112,,,175,176,65,40,155,144,68,16.67,14.74,30.59,40.83,69.41,11.48,16.54,59.85,72.78,0.11,"1.335473",1.0 - 1.5,"1.478071",1.0 - 1.5
"421010008061","Block Group 1, Census Tract 8.06, Philadelphia County, Pennsylvania",B03002_001,1131,250,1131,984,15,11,116146,,,784,414,370,296,15,0,15,250,248,24,18,87315,,,161,122,129,118,24,11,24,1.33,2.1,80,15.46,4.05,1.91,47.19,6.33,13,0.97,"1.783473",1.5 - 2.0,"-0.512829",Below Area Average
"421010367003","Block Group 3, Census Tract 367, Philadelphia County, Pennsylvania",B03002_001,1169,312,1169,949,29,136,121786,,,542,235,307,292,13,13,0,312,326,47,153,50016,,,141,77,133,130,21,21,11,2.48,3.97,95.11,9.76,0,0,56.64,3.58,18.82,11.63,"0.863173",0.5 - 1.0,"0.895571",0.5 - 1.0
"421010096004","Block Group 4, Census Tract 96, Philadelphia County, Pennsylvania",B03002_001,563,310,563,0,494,0,32875,,,216,132,84,0,191,107,84,310,11,289,11,20891,,,97,75,78,11,87,63,78,87.74,17.34,0,13.1,100,38.89,38.89,131.32,100,0,"-2.033227",Below Area Average,"-2.861829",Below Area Average
"421010330003","Block Group 3, Census Tract 330, Philadelphia County, Pennsylvania",B03002_001,1736,1102,1736,1325,135,178,56633,,,502,180,322,322,0,0,0,1102,1024,209,267,48716,,,216,111,211,211,11,11,11,7.78,10.98,100,92.67,0,0,64.14,3.42,23.68,10.25,"-0.816527",Below Area Average,"-1.306029",Below Area Average
"421019892004","Block Group 4, Census Tract 9892, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010244003","Block Group 3, Census Tract 244, Philadelphia County, Pennsylvania",B03002_001,1217,647,1217,22,1195,0,66679,,,377,237,140,0,367,227,140,647,38,647,11,53173,,,161,118,114,11,161,117,114,98.19,10.06,0,7.86,100,37.14,37.14,115.16,98.19,0,"-1.160127",Below Area Average,"-0.511129",Below Area Average
"421010135001","Block Group 1, Census Tract 135, Philadelphia County, Pennsylvania",B03002_001,815,382,815,798,17,0,167656,,,267,166,101,101,1,1,0,382,381,25,11,86483,,,102,87,66,66,2,2,11,2.09,2.91,100,92.41,0,0,37.83,10.89,2.09,0,"2.866573",2.5 - 3.0,"3.098071",3.0 or Above
"421010141002","Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",B03002_001,986,359,986,94,827,30,18286,,,492,162,330,9,403,96,307,359,75,350,57,14946,,,200,61,195,13,193,44,196,83.87,18.1,2.73,3.59,93.03,62.4,67.07,22.49,90.47,3.04,"0.488373",0.0 - 0.5,"0.651671",0.5 - 1.0
"421010276001","Block Group 1, Census Tract 276, Philadelphia County, Pennsylvania",B03002_001,1324,681,1324,10,906,0,38510,,,592,262,330,0,404,206,198,681,17,537,11,11981,,,264,163,225,11,176,147,116,68.43,20.16,0,3.33,60,33.45,55.74,53.94,99.24,0,"-0.773727",Below Area Average,"-1.088329",Below Area Average
"421010366002","Block Group 2, Census Tract 366, Philadelphia County, Pennsylvania",B03002_001,429,270,429,334,95,0,132891,,,285,6,279,279,0,0,0,270,229,150,11,126219,,,206,10,211,211,11,11,11,22.14,32.07,100,106.95,0,0,97.89,3.94,22.14,0,NULL,Insufficient Data,NULL,Insufficient Data
"421010259004","Block Group 4, Census Tract 259, Philadelphia County, Pennsylvania",B03002_001,710,301,710,0,710,0,51591,,,306,291,15,0,306,291,15,301,11,301,11,29494,,,130,129,28,11,130,129,28,100,59.95,0,73.33,100,4.9,4.9,263.99,100,0,"0.908773",0.5 - 1.0,"0.841571",0.5 - 1.0
"421010071025","Block Group 5, Census Tract 71.02, Philadelphia County, Pennsylvania",B03002_001,786,333,786,14,726,0,31656,,,249,165,84,0,249,165,84,333,23,310,11,12609,,,85,67,65,11,85,67,65,92.37,4.92,0,13.1,100,33.73,33.73,109.43,98.22,0,"-1.672627",Below Area Average,"-1.061929",Below Area Average
"421010008062","Block Group 2, Census Tract 8.06, Philadelphia County, Pennsylvania",B03002_001,1096,349,1096,779,24,264,177429,,,833,31,802,529,24,0,24,349,240,38,248,86261,,,285,25,284,136,38,11,38,2.19,3.4,65.96,28.86,2.99,2.88,96.28,4.62,28.92,24.09,NULL,Insufficient Data,NULL,Insufficient Data
"421010010012","Block Group 2, Census Tract 10.01, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010379003","Block Group 3, Census Tract 379, Philadelphia County, Pennsylvania",B03002_001,838,296,838,742,2,0,38967,,,528,307,221,221,0,0,0,296,295,4,11,8869,,,180,158,153,153,11,11,11,0.24,0.47,100,97.91,0,0,41.86,4.98,11.46,0,"-0.994927",Below Area Average,"-2.051429",Below Area Average
"421010373001","Block Group 1, Census Tract 373, Philadelphia County, Pennsylvania",B03002_001,2029,556,2029,1899,0,89,73402,,,904,767,137,137,0,0,0,556,550,11,151,19995,,,216,203,103,103,11,11,11,0,0.54,100,106.32,0,0,15.15,8.03,6.41,4.39,"2.052173",2.0 - 2.5,"0.810271",0.5 - 1.0
"421010177022","Block Group 2, Census Tract 177.02, Philadelphia County, Pennsylvania",B03002_001,807,445,807,79,117,0,,,,261,84,177,67,51,0,51,445,65,188,11,,,,104,63,90,54,64,11,64,14.5,21.88,37.85,23.67,28.81,19.54,67.82,33.06,90.21,0,"-1.889427",Below Area Average,"-2.990629",Below Area Average
"421010252007","Block Group 7, Census Tract 252, Philadelphia County, Pennsylvania",B03002_001,1109,479,1109,0,886,0,16923,,,617,123,494,0,566,123,443,479,11,479,11,5373,,,418,72,410,11,414,72,403,79.89,25.98,0,2.23,89.68,71.8,80.06,33.4,100,0,"-1.363227",Below Area Average,"-1.284729",Below Area Average
"421010199002","Block Group 2, Census Tract 199, Philadelphia County, Pennsylvania",B03002_001,2086,1024,2086,0,472,0,,,,653,159,494,0,101,49,52,1024,11,473,11,,,,341,111,363,11,94,43,83,22.63,19.77,0,2.23,10.53,7.96,75.65,14.92,100,0,"-1.477327",Below Area Average,"-1.609129",Below Area Average
"421010007013","Block Group 3, Census Tract 7.01, Philadelphia County, Pennsylvania",B03002_001,970,300,970,731,4,168,57961,,,745,198,547,438,4,0,4,300,284,6,108,50119,,,252,87,254,250,6,11,6,0.41,0.61,80.07,26.58,0.73,0.54,73.42,1.04,24.64,17.32,"-0.006927",Below Area Average,"-2.302229",Below Area Average
"421010082007","Block Group 7, Census Tract 82, Philadelphia County, Pennsylvania",B03002_001,966,495,966,19,927,0,26684,,,539,520,19,19,500,500,0,495,31,496,11,22978,,,206,210,31,31,212,212,11,95.96,14.78,100,230.74,0,0,3.53,57.89,98.03,0,"-1.009627",Below Area Average,"-1.560229",Below Area Average
"421010271001","Block Group 1, Census Tract 271, Philadelphia County, Pennsylvania",B03002_001,694,280,694,148,423,33,72107,,,317,180,137,27,192,82,110,280,95,258,48,9250,,,120,69,101,21,107,45,99,60.95,27.88,19.71,4.88,80.29,34.7,43.22,41.45,78.67,4.76,"-0.178627",Below Area Average,"-1.406129",Below Area Average
"421010213003","Block Group 3, Census Tract 213, Philadelphia County, Pennsylvania",B03002_001,854,274,854,723,90,23,128646,,,355,233,122,91,21,0,21,274,238,146,35,77792,,,108,99,75,65,35,11,35,10.54,16.76,74.59,27.13,17.21,5.92,34.37,26.67,15.34,2.69,"0.820073",0.5 - 1.0,"-0.406929",Below Area Average
"421019800032","Block Group 2, Census Tract 9800.03, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010082005","Block Group 5, Census Tract 82, Philadelphia County, Pennsylvania",B03002_001,365,246,365,0,365,0,25972,,,254,71,183,0,254,71,183,246,11,246,11,25029,,,154,43,162,11,154,43,162,100,95.31,0,6.01,100,72.05,72.05,125.19,100,0,"-2.012027",Below Area Average,"-2.797429",Below Area Average
"421010122041","Block Group 1, Census Tract 122.04, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010179003","Block Group 3, Census Tract 179, Philadelphia County, Pennsylvania",B03002_001,943,488,943,185,56,0,70478,,,453,160,293,21,0,0,0,488,139,90,11,41497,,,276,92,268,35,11,11,11,5.94,9.04,7.17,9.99,0,0,64.68,3.75,80.38,0,"-1.184627",Below Area Average,"-0.941929",Below Area Average
"421010010022","Block Group 2, Census Tract 10.02, Philadelphia County, Pennsylvania",B03002_001,834,401,834,708,0,68,194417,,,437,314,123,123,0,0,0,401,303,11,93,77170,,,164,147,80,80,11,11,11,0,1.32,100,91.98,0,0,28.15,8.94,15.11,8.15,"1.834973",1.5 - 2.0,"-0.677029",Below Area Average
"421010257002","Block Group 2, Census Tract 257, Philadelphia County, Pennsylvania",B03002_001,624,160,624,522,24,0,76875,,,317,163,154,119,24,24,0,160,141,40,11,41214,,,89,60,80,69,40,40,11,3.85,6.33,77.27,19.9,0,0,48.58,7.14,16.35,0,"-0.225127",Below Area Average,"-1.172329",Below Area Average
"421019807013","Block Group 3, Census Tract 9807.01, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010382001","Block Group 1, Census Tract 382, Philadelphia County, Pennsylvania",B03002_001,1049,426,1049,501,322,0,37264,,,497,384,113,56,100,46,54,426,219,313,11,10766,,,217,213,84,57,80,59,59,30.7,27.11,49.56,34.46,47.79,10.87,22.74,38.27,52.24,0,"-1.140627",Below Area Average,"-1.359029",Below Area Average
"421010149002","Block Group 2, Census Tract 149, Philadelphia County, Pennsylvania",B03002_001,325,225,325,0,205,0,,,,135,75,60,0,135,75,60,225,11,164,11,,,,99,92,76,11,99,92,76,63.08,25.29,0,18.33,100,44.44,44.44,179.13,100,0,"-2.160727",Below Area Average,"-0.830729",Below Area Average
"421010040021","Block Group 1, Census Tract 40.02, Philadelphia County, Pennsylvania",B03002_001,493,222,493,402,19,40,59242,,,316,295,21,21,19,19,0,222,209,31,103,18663,,,130,124,34,34,31,31,11,3.85,6.04,100,228.97,0,0,6.65,52.38,18.46,8.11,"0.211973",0.0 - 0.5,"-1.013429",Below Area Average
"421010311012","Block Group 2, Census Tract 311.01, Philadelphia County, Pennsylvania",B03002_001,695,299,695,92,234,214,43309,,,264,102,162,57,115,64,51,299,70,156,201,9421,,,108,80,88,48,79,65,58,33.67,17.15,35.19,22.64,31.48,19.32,61.36,31.45,86.76,30.79,"-1.058627",Below Area Average,"-2.170629",Below Area Average
"421010008034","Block Group 4, Census Tract 8.03, Philadelphia County, Pennsylvania",B03002_001,437,214,437,388,30,19,151458,,,287,210,77,58,30,30,0,214,212,49,29,123045,,,132,94,75,67,49,49,11,6.86,10.7,75.32,46.78,0,0,26.83,14.29,11.21,4.35,"-0.702527",Below Area Average,"-2.743129",Below Area Average
"421010067003","Block Group 3, Census Tract 67, Philadelphia County, Pennsylvania",B03002_001,2318,798,2318,96,1694,173,41458,,,1027,409,618,0,729,296,433,798,127,751,219,7147,,,361,225,319,11,299,211,236,73.08,20.41,0,1.78,70.06,42.16,60.18,12.26,95.86,7.46,"-1.532227",Below Area Average,"-1.615729",Below Area Average
"421010070005","Block Group 5, Census Tract 70, Philadelphia County, Pennsylvania",B03002_001,1176,875,1176,0,1160,0,,,,433,170,263,0,433,170,263,875,11,875,11,,,,204,91,198,11,204,91,198,98.64,12.23,0,4.18,100,60.74,60.74,106.47,100,0,"-2.140327",Below Area Average,"-3.060229",Below Area Average
"421010169011","Block Group 1, Census Tract 169.01, Philadelphia County, Pennsylvania",B03002_001,1030,324,1030,12,954,0,24431,,,554,347,207,0,490,283,207,324,6,333,11,11324,,,156,146,156,11,162,130,156,92.62,14.01,0,5.31,100,37.36,37.36,106.58,98.83,0,"-2.186627",Below Area Average,"-3.130829",Below Area Average
"421010040011","Block Group 1, Census Tract 40.01, Philadelphia County, Pennsylvania",B03002_001,1310,426,1310,549,59,115,70387,,,547,313,234,97,26,0,26,426,179,102,120,15809,,,133,99,130,58,45,11,45,4.5,7.65,41.45,9.17,11.11,4.75,42.78,18.21,58.09,8.78,"1.621173",1.5 - 2.0,"1.150671",1.0 - 1.5
"421010094001","Block Group 1, Census Tract 94, Philadelphia County, Pennsylvania",B03002_001,722,231,722,0,637,0,11012,,,345,39,306,14,311,39,272,231,11,213,11,2616,,,117,30,117,22,117,30,115,88.23,8.57,4.58,6.97,88.89,78.84,88.7,16.04,100,0,"-1.458827",Below Area Average,"-1.488129",Below Area Average
"421019892001","Block Group 1, Census Tract 9892, Philadelphia County, Pennsylvania",B03002_001,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,11,11,11,11,,,,11,11,11,11,11,11,11,,,,,,,,,,,NULL,Insufficient Data,NULL,Insufficient Data
"421010061002","Block Group 2, Census Tract 61, Philadelphia County, Pennsylvania",B03002_001,629,300,629,83,546,0,48750,,,276,159,117,0,202,85,117,300,45,311,11,21525,,,94,62,74,11,96,56,74,86.8,27.03,0,9.4,100,42.39,42.39,89.45,86.8,0,"-1.298627",Below Area Average,"-2.570429",Below Area Average
"421010190005","Block Group 5, Census Tract 190, Philadelphia County, Pennsylvania",B03002_001,1425,729,1425,92,117,13,,,,488,392,96,0,65,33,32,729,113,177,22,,,,240,239,113,11,93,60,68,8.21,11.69,0,11.46,33.33,6.56,19.67,58.97,93.54,0.91,"-0.040727",Below Area Average,"1.739571",1.5 - 2.0
"421010167024","Block Group 4, Census Tract 167.02, Philadelphia County, Pennsylvania",B03002_001,578,225,578,87,491,0,17556,,,323,124,199,30,274,105,169,225,82,228,11,2175,,,99,79,97,35,102,75,97,84.95,21.51,15.08,15.98,84.92,52.32,61.61,25.74,84.95,0,"-1.802127",Below Area Average,"1.725171",1.5 - 2.0
"421010372001","Block Group 1, Census Tract 372, Philadelphia County, Pennsylvania",B03002_001,737,229,737,710,21,0,128724,,,401,356,45,45,0,0,0,229,227,35,11,30850,,,107,101,53,53,11,11,11,2.85,4.67,100,166.56,0,0,11.22,24.44,3.66,0,"-0.756727",Below Area Average,"-2.462329",Below Area Average
"421010236002","Block Group 2, Census Tract 236, Philadelphia County, Pennsylvania",B03002_001,814,195,814,700,62,7,89167,,,416,284,132,103,39,10,29,195,209,51,13,52397,,,124,58,111,107,38,15,35,7.62,5.99,78.03,47.6,21.97,6.97,31.73,19.02,14,0.86,"0.151173",0.0 - 0.5,"-0.934929",Below Area Average
"421010101001","Block Group 1, Census Tract 101, Philadelphia County, Pennsylvania",B03002_001,557,315,557,0,557,0,65938,,,257,228,29,0,257,228,29,315,11,315,11,56060,,,154,164,35,11,154,164,35,100,79.98,0,37.93,100,11.28,11.28,170.68,100,0,"-2.077427",Below Area Average,"-2.741029",Below Area Average
"421010356011","Block Group 1, Census Tract 356.01, Philadelphia County, Pennsylvania",B03002_001,1912,568,1912,1282,138,369,54730,,,783,482,301,257,32,8,24,568,390,181,320,51292,,,185,151,115,109,46,20,40,7.22,9.22,85.38,15.72,7.97,3.07,38.44,12.94,32.95,19.3,"-0.294527",Below Area Average,"-1.399729",Below Area Average
"421010030021","Block Group 1, Census Tract 30.02, Philadelphia County, Pennsylvania",B03002_001,1294,323,1294,545,547,49,73925,,,497,265,232,150,176,106,70,323,193,272,62,25727,,,106,61,90,71,86,49,74,42.27,18.18,64.66,17.54,30.17,14.08,46.68,29.67,57.88,3.79,"4.986073",3.0 or Above,"5.083671",3.0 or Above
"421010379006","Block Group 6, Census Tract 379, Philadelphia County, Pennsylvania",B03002_001,699,282,699,699,0,0,76471,,,388,388,0,0,0,0,0,282,282,11,11,75688,,,139,139,11,11,11,11,11,0,1.57,,,,0,0,,0,0,"-0.669827",Below Area Average,"-1.606329",Below Area Average
"421010337021","Block Group 1, Census Tract 337.02, Philadelphia County, Pennsylvania",B03002_001,1162,308,1162,811,132,134,60109,,,458,391,67,28,70,70,0,308,362,171,177,17100,,,101,110,52,29,91,91,11,11.36,14.4,41.79,28.66,0,0,14.63,16.42,30.21,11.53,"0.171373",0.0 - 0.5,"-0.256029",Below Area Average
"421010188021","Block Group 1, Census Tract 188.02, Philadelphia County, Pennsylvania",B03002_001,763,788,763,50,0,0,47327,,,385,50,335,0,0,0,0,788,68,11,11,33052,,,318,68,327,11,11,11,11,0,1.44,0,3.28,0,0,87.01,3.28,93.45,0,"-1.869527",Below Area Average,"-2.685429",Below Area Average
"421010040013","Block Group 3, Census Tract 40.01, Philadelphia County, Pennsylvania",B03002_001,721,270,721,630,31,0,,,,323,172,151,133,0,0,0,270,261,49,11,,,,108,92,93,88,11,11,11,4.3,6.6,88.08,21.3,0,0,46.75,7.28,12.62,0,"-0.164927",Below Area Average,"-0.882329",Below Area Average
"421010337014","Block Group 4, Census Tract 337.01, Philadelphia County, Pennsylvania",B03002_001,3324,1659,3324,1643,1198,0,85172,,,1031,213,818,445,296,0,296,1659,758,1436,11,74127,,,424,111,408,225,339,11,339,36.04,39.28,54.4,4.51,36.19,28.71,79.34,37.31,50.57,0,"0.391073",0.0 - 0.5,"-0.184029",Below Area Average
"421010020002","Block Group 2, Census Tract 20, Philadelphia County, Pennsylvania",B03002_001,715,225,715,150,461,18,30804,,,429,230,199,15,316,157,159,225,81,188,26,28008,,,163,77,149,13,155,62,147,64.48,16.72,7.54,3.29,79.9,37.06,46.39,43.33,79.02,2.52,"2.652373",2.5 - 3.0,"13.135371",3.0 or Above
"421010090001","Block Group 1, Census Tract 90, Philadelphia County, Pennsylvania",B03002_001,2141,305,2141,1188,228,525,20592,,,253,7,246,157,4,4,0,305,204,101,188,15419,,,68,8,68,57,6,6,11,10.65,4.47,63.82,15.02,0,0,97.23,4.47,44.51,24.52,NULL,Insufficient Data,NULL,Insufficient Data
"421010378005","Block Group 5, Census Tract 378, Philadelphia County, Pennsylvania",B03002_001,473,204,473,343,0,15,85000,,,266,127,139,107,0,0,0,204,192,11,17,37705,,,101,56,96,84,11,11,11,0,2.33,76.98,28.73,0,0,52.26,7.91,27.48,3.17,"-1.392927",Below Area Average,"-1.982629",Below Area Average
"421010284004","Block Group 4, Census Tract 284, Philadelphia County, Pennsylvania",B03002_001,429,272,429,11,235,0,,,,159,143,16,16,63,63,0,272,18,241,11,,,,110,112,25,25,59,59,11,54.78,44.15,100,220.97,0,0,10.06,68.75,97.44,0,"-1.105827",Below Area Average,"-0.052829",Below Area Average
"421010071024","Block Group 4, Census Tract 71.02, Philadelphia County, Pennsylvania",B03002_001,1112,625,1112,0,1017,0,,,,326,196,130,0,308,178,130,625,11,607,11,,,,130,88,103,11,129,80,103,91.46,18.37,0,8.46,100,39.88,39.88,112.05,100,0,"-1.930727",Below Area Average,"-1.946929",Below Area Average
"421010238001","Block Group 1, Census Tract 238, Philadelphia County, Pennsylvania",B03002_001,279,253,279,84,78,0,,,,120,89,31,0,60,60,0,253,106,137,11,,,,100,85,49,11,72,72,11,27.96,42.05,0,35.48,0,0,25.83,35.48,69.89,0,"-1.175327",Below Area Average,"-0.353429",Below Area Average
"421010167012","Block Group 2, Census Tract 167.01, Philadelphia County, Pennsylvania",B03002_001,718,483,718,129,549,0,,,,259,158,101,15,184,98,86,483,161,431,11,,,,134,112,89,27,100,70,84,76.46,30.95,14.85,23.31,85.15,33.2,39,35.88,82.03,0,"-2.371827",Below Area Average,"-3.435629",Below Area Average
"421010369022","Block Group 2, Census Tract 369.02, Philadelphia County, Pennsylvania",B03002_001,1720,206,1720,1031,317,191,,,,0,0,0,0,0,0,0,206,148,105,77,,,,11,11,11,11,11,11,11,18.43,5.69,,,,,,,40.06,11.1,NULL,Insufficient Data,NULL,Insufficient Data
"421010320003","Block Group 3, Census Tract 320, Philadelphia County, Pennsylvania",B03002_001,1311,846,1311,473,493,0,79789,,,394,234,160,36,102,19,83,846,288,725,11,15023,,,155,116,168,58,136,31,134,37.6,49.69,22.5,27.49,51.88,21.07,40.61,63.62,63.92,0,"0.625173",0.5 - 1.0,"1.483571",1.0 - 1.5
"421010265002","Block Group 2, Census Tract 265, Philadelphia County, Pennsylvania",B03002_001,1386,649,1386,2,1338,0,42171,,,371,357,14,0,352,338,14,649,16,644,11,41185,,,114,123,22,11,115,124,22,96.54,10.75,0,78.57,100,3.77,3.77,222.23,99.86,0,"-1.611527",Below Area Average,"-1.988429",Below Area Average
"421010180022","Block Group 2, Census Tract 180.02, Philadelphia County, Pennsylvania",B03002_001,968,296,968,892,76,0,100820,,,494,301,193,168,25,0,25,296,287,132,11,19773,,,157,141,113,106,45,11,45,7.85,13.42,87.05,20.47,12.95,5.06,39.07,22.05,7.85,0,"1.035173",1.0 - 1.5,"2.518471",2.5 - 3.0
"421010024004","Block Group 4, Census Tract 24, Philadelphia County, Pennsylvania",B03002_001,1014,334,1014,812,0,86,82606,,,564,417,147,104,0,0,0,334,294,11,99,57910,,,206,202,96,80,11,11,11,0,1.08,70.75,28.76,0,0,26.06,7.48,19.92,8.48,"11.152973",3.0 or Above,"10.580671",3.0 or Above
"421010012031","Block Group 1, Census Tract 12.03, Philadelphia County, Pennsylvania",B03002_001,1134,241,1134,908,39,45,91932,,,737,121,616,562,31,0,31,241,225,39,34,22647,,,167,49,164,160,39,11,39,3.44,3.36,91.23,9.2,5.03,4.21,83.58,6.19,19.93,3.97,"0.790573",0.5 - 1.0,"-0.663929",Below Area Average
"421010011021","Block Group 1, Census Tract 11.02, Philadelphia County, Pennsylvania",B03002_001,1719,390,1719,1357,80,141,111563,,,972,467,505,378,22,0,22,390,377,81,89,49051,,,209,186,105,99,26,11,26,4.65,4.59,74.85,11.92,4.36,2.26,51.95,5.07,21.06,8.2,"0.872673",0.5 - 1.0,"-1.230729",Below Area Average
"421010115003","Block Group 3, Census Tract 115, Philadelphia County, Pennsylvania",B03002_001,1734,474,1734,167,1448,0,86083,,,609,538,71,0,473,402,71,474,211,417,11,26170,,,174,159,67,11,132,119,67,83.51,7.57,0,15.49,100,11.66,11.66,133.45,90.37,0,"-1.856627",Below Area Average,"-2.271029",Below Area Average
